selenographic crater coordinates: ID, X, Y, Z, a_dia_metres, b_dia_metres, angle(degree)
04-1-094737, 612821.12435535, -952079.61165049, 1317783.53405379, 1.07, 0.99, 0.84
04-1-094741, 602957.10179803, -957405.51195521, 1318474.94442220, 1.07, 1.00, 1.64
04-1-094743, 597998.29226625, -966656.07849835, 1313975.96186112, 1.19, 1.08, 0.68
04-1-094750, 555605.54549509, -994832.06884842, 1311552.66482359, 1.10, 1.02, 2.02
04-1-094758, 550558.23243480, -1004782.37344309, 1306084.52051019, 2.27, 2.06, 1.04
04-1-094763, 545498.14484224, -1013947.73903901, 1301115.10500469, 1.35, 1.01, 1.87
04-1-094764, 541857.61465140, -1013914.55238872, 1302661.26291476, 1.14, 0.97, 1.47
04-1-094768, 532406.42000590, -1016670.19858789, 1304409.39556558, 1.33, 1.06, 1.40
04-1-094770, 530563.52516963, -1016040.29798835, 1305650.49635165, 1.16, 0.90, 1.71
04-1-094771, 532069.93879176, -1011812.82987036, 1308317.67455151, 1.31, 1.12, 1.34
04-1-094772, 531921.27982318, -1009647.19166802, 1310050.02210914, 1.26, 1.01, 1.68
04-1-094776, 522059.10234728, -999456.53124915, 1321778.98901434, 1.37, 1.08, 2.01
04-1-094777, 517956.64171462, -1000307.68819536, 1322748.73133221, 1.40, 1.18, 1.46
04-1-094780, 525089.01026401, -1006583.87921689, 1315153.67368252, 1.33, 1.06, 1.28
04-1-094782, 525905.78752938, -1008235.44674547, 1313561.24583860, 1.38, 1.31, 1.24
04-1-094783, 523707.09547234, -1008007.04186299, 1314614.56013029, 1.17, 0.99, 1.30
04-1-094790, 506971.92194280, -1002199.11179771, 1325569.75322821, 1.13, 1.04, 1.79
04-1-094792, 523662.74855109, -1010981.91738590, 1312345.85704328, 1.51, 1.37, 1.26
04-1-094795, 524680.91324281, -1012990.87386792, 1310388.56402938, 2.05, 1.89, 1.45
04-1-094812, 485128.47465171, -1020988.26824181, 1319390.79851070, 1.98, 1.90, 2.59
04-1-094814, 484186.35477775, -1022179.30675403, 1318814.54294790, 1.29, 1.01, 1.81
04-1-094815, 483411.68275987, -1021050.52284380, 1319972.62652362, 1.32, 1.11, 1.73
04-1-094816, 483628.37082483, -1027855.73204031, 1314600.68197350, 1.22, 1.14, 1.76
04-1-094818, 487993.45790443, -1035162.42927967, 1307233.67844096, 1.17, 0.97, 1.76
04-1-094822, 481314.35741368, -1045106.83220327, 1301786.06484687, 1.25, 1.14, 1.53
04-1-094825, 479209.36379238, -1045671.28152809, 1302109.33359726, 1.32, 1.16, 1.48
04-1-094828, 479822.53386288, -1041723.98664929, 1305044.14930565, 1.08, 0.93, 1.69
04-1-094830, 478662.96277312, -1040496.57175287, 1306448.39631720, 1.09, 0.99, 1.64
04-1-094833, 477220.05230655, -1048667.04292659, 1300429.62699107, 1.52, 1.26, 1.57
04-1-094834, 473247.25636395, -1049835.92049517, 1300938.25156387, 1.07, 0.99, 2.57
04-1-094835, 468771.05420119, -1051444.45527974, 1301259.78044532, 1.13, 0.94, 1.52
04-1-094838, 471582.03356089, -1027464.95174004, 1319274.39093178, 1.19, 1.05, 1.47
04-1-094841, 469318.07144695, -1031398.33393129, 1317010.54839249, 1.36, 1.19, 1.19
04-1-094842, 469023.76221400, -1033190.12740577, 1315710.31428270, 1.09, 0.92, 1.65
04-1-094843, 467545.66464027, -1032134.86259229, 1317063.94563729, 1.31, 1.18, 1.74
04-1-094844, 464904.23209074, -1037605.47326405, 1313696.19655254, 1.85, 1.59, 2.10
04-1-094847, 455093.48609116, -1031201.31616418, 1322146.93754464, 1.18, 1.07, 1.66
04-1-094850, 454740.44535861, -1034749.77577237, 1319493.38342187, 1.18, 0.96, 1.38
04-1-094853, 456919.34164845, -1026161.24200304, 1325434.48749394, 1.04, 0.97, 1.77
04-1-094854, 461796.08293699, -1025340.43654834, 1324379.14773788, 1.45, 1.15, 1.52
04-1-094855, 463420.47144472, -1025598.85367265, 1323611.43013775, 1.71, 1.50, 1.92
04-1-094857, 463842.62442554, -1022867.54692259, 1325575.63391101, 1.71, 1.46, 1.65
04-1-094858, 466252.74599662, -1022152.59924756, 1325281.55525611, 1.05, 0.99, 1.45
04-1-094859, 467217.46101890, -1022093.45545069, 1324987.38576785, 1.22, 1.11, 0.93
04-1-094866, 469386.50421377, -1026506.79518907, 1320802.35807354, 1.25, 1.16, 1.59
04-1-094867, 467229.16823151, -1025146.00728671, 1322622.89716223, 1.12, 1.01, 1.67
04-1-094872, 459715.12028881, -1049100.48809607, 1306372.43313476, 1.48, 1.44, 1.97
04-1-094877, 446770.70212322, -1063812.87176468, 1298944.52290777, 1.15, 1.04, 1.63
04-1-094878, 433109.46181461, -1067528.52961733, 1300522.12304894, 1.17, 0.99, 1.23
04-1-094879, 425332.68044846, -1046472.41746725, 1320055.43460219, 1.26, 1.03, 1.47
04-1-094881, 435045.62675003, -1044821.58524570, 1318196.46398037, 1.19, 1.07, 1.11
04-1-094894, 453359.59801520, -1049561.47881136, 1308221.89902280, 1.14, 1.06, 2.14
04-1-094895, 452909.31233068, -1051239.59827600, 1307029.92384286, 1.17, 1.01, 2.09
04-1-094896, 450939.26334475, -1052830.53537196, 1306430.40555649, 1.14, 0.94, 1.54
04-1-094898, 449123.41001141, -1048034.97487613, 1310904.12083268, 1.21, 1.05, 1.42
04-1-094900, 453162.66163579, -1046195.03390589, 1310983.71962806, 1.09, 0.92, 1.55
04-1-094901, 454299.75847915, -1041684.16356825, 1314178.29567259, 1.17, 1.09, 1.30
04-1-094902, 446871.12405279, -1038022.07189355, 1319611.73712181, 1.09, 0.94, 1.83
04-1-094909, 442882.73303611, -1047022.53852024, 1313833.11292153, 1.83, 1.59, 1.41
04-1-094910, 445121.27711544, -1048283.91312663, 1312069.60415179, 1.26, 0.97, 1.42
04-1-094917, 420855.20913814, -1048866.90252073, 1319590.04002677, 1.43, 1.18, 1.09
04-1-094924, 420729.34333491, -1073740.23678602, 1299472.00183908, 1.02, 1.01, 1.84
04-1-094925, 409446.18805998, -1063424.94076590, 1311502.94488431, 1.26, 1.00, 1.48
04-1-094927, 404186.02880117, -1064418.95262433, 1312327.97250385, 1.18, 1.01, 1.58
04-1-094929, 407757.23122565, -1056672.65301472, 1317473.22733862, 2.13, 1.23, 1.92
04-1-094930, 393361.72853545, -1060663.24457523, 1318642.78412721, 1.07, 0.99, 1.63
04-1-094934, 389760.32963278, -1060765.59964695, 1319629.48892869, 1.21, 1.07, 1.60
04-1-094935, 398053.20932081, -1073083.59366140, 1307135.80150042, 3.13, 3.09, 2.37
04-1-094936, 392020.62435174, -1084956.19899858, 1299133.80232270, 1.22, 1.06, 1.28
04-1-094937, 382694.10870347, -1077108.84663891, 1308411.44585939, 1.47, 1.37, 1.02
04-1-094939, 372492.47693955, -1065638.71823045, 1320690.06085137, 1.03, 1.02, 0.46
04-1-094940, 375528.22762669, -1076071.71491024, 1311337.85678051, 1.37, 1.17, 1.90
04-1-094947, 361167.25524528, -1070281.71879303, 1320081.06423660, 1.17, 0.97, 1.47
04-1-094950, 361747.06152004, -1072617.82026856, 1318024.59579627, 1.15, 1.00, 1.62
04-1-094952, 359598.01903751, -1079481.61796074, 1312999.41400945, 1.31, 1.11, 1.59
04-1-094954, 366145.36411543, -1084159.32852890, 1307323.55700513, 1.33, 1.06, 1.20
04-1-094955, 365705.42075751, -1089942.92495201, 1302629.15888430, 2.17, 1.97, 1.31
04-1-094956, 363713.22428600, -1089424.89462853, 1303619.90221195, 1.18, 1.09, 2.10
04-1-094957, 362316.00143557, -1091196.47954031, 1302526.82050796, 1.34, 1.28, 2.59
04-1-094960, 359685.32465913, -1092061.65291936, 1302530.83397204, 1.03, 0.99, 0.94
04-1-094963, 360441.01485629, -1083525.66482642, 1309432.38407786, 1.14, 0.91, 1.58
04-1-094964, 363883.36023672, -1086902.26306918, 1305676.50307338, 2.43, 2.22, 0.63
04-1-094968, 352849.39139267, -1093486.68590410, 1303204.87059568, 1.28, 1.14, 1.54
04-1-094971, 348586.61194744, -1093518.05431876, 1304325.26574084, 1.13, 0.95, 2.07
04-1-094973, 344059.99991935, -1089693.43899853, 1308720.62926319, 2.04, 1.84, 0.10
04-1-094976, 331301.55294569, -1102537.52909848, 1301233.66001084, 1.15, 0.93, 1.52
04-1-094978, 341016.60795138, -1085727.78378616, 1312806.76895579, 1.16, 1.14, 1.10
04-1-094981, 334052.73642719, -1081823.07734350, 1317811.19991164, 1.40, 1.23, 1.64
04-1-094982, 328770.26050462, -1081431.73031021, 1319459.84724280, 1.27, 1.15, 1.84
04-1-094983, 320635.73631926, -1073224.60450193, 1328134.19234905, 1.44, 1.21, 1.61
04-1-094984, 313728.81053488, -1076145.04328170, 1327420.37021457, 4.88, 4.37, 1.09
04-1-094986, 314501.39082428, -1081604.82840866, 1322791.98301648, 1.19, 1.06, 1.69
04-1-094987, 318369.14586015, -1082632.41451877, 1321024.94374540, 1.38, 1.26, 1.81
04-1-094988, 317900.72158606, -1084815.90670323, 1319345.42094885, 1.22, 1.03, 2.29
04-1-094992, 309107.10659050, -1082618.47456901, 1323234.21780768, 1.19, 1.04, 1.82
04-1-094993, 305139.27002187, -1082159.12408629, 1324530.26241280, 1.71, 1.46, 1.68
04-1-094994, 307376.08933697, -1085231.86604323, 1321495.55301114, 1.37, 1.19, 1.20
04-1-094997, 299016.81509011, -1079536.66389592, 1328061.85684170, 1.21, 1.06, 1.61
04-1-094998, 299228.53928099, -1077376.66705293, 1329767.10689116, 1.38, 1.23, 1.57
04-1-094999, 300156.25478665, -1081302.42936842, 1326367.23382116, 1.18, 1.07, 1.94
04-1-095003, 296879.10382251, -1083795.03714556, 1325069.76237940, 1.88, 1.68, 1.53
04-1-095009, 322390.05518926, -1079233.97014610, 1322829.33517433, 1.94, 1.71, 1.92
04-1-095010, 323943.21171526, -1081610.52031972, 1320506.81100754, 1.21, 1.02, 1.91
04-1-095011, 323404.26859877, -1085253.13914154, 1317647.16940292, 1.18, 1.00, 1.00
04-1-095012, 321701.98215335, -1087511.23041155, 1316201.32138186, 1.51, 1.34, 1.80
04-1-095014, 326039.32952491, -1089785.57960810, 1313249.59778452, 1.32, 1.11, 1.56
04-1-095015, 315173.26292923, -1089445.16202398, 1316181.52747905, 3.46, 3.08, 1.57
04-1-095017, 316877.88430967, -1092479.85400453, 1313253.56844353, 1.07, 0.96, 1.75
04-1-095021, 310468.92990902, -1091210.64098667, 1315837.04939427, 1.29, 1.09, 1.75
04-1-095022, 307549.67656174, -1090561.75348802, 1317059.99038613, 1.19, 1.02, 1.68
04-1-095025, 307796.54323504, -1097152.47631500, 1311516.86671900, 1.60, 1.38, 1.25
04-1-095039, 299641.02237860, -1094552.49998930, 1315571.67895751, 1.48, 1.30, 1.56
04-1-095042, 311770.60217070, -1110126.07058908, 1299606.84786615, 1.06, 0.95, 1.48
04-1-095043, 304081.45688222, -1111915.82890907, 1299898.61797058, 1.12, 0.98, 1.80
04-1-095049, 298499.64069436, -1094733.42018708, 1315680.60836620, 1.27, 1.07, 2.04
04-1-095050, 299528.84050470, -1096020.32050240, 1314374.63865966, 1.30, 1.02, 1.37
04-1-095053, 294983.77294365, -1099205.99502464, 1312741.22133870, 1.24, 0.95, 1.67
04-1-095799, 292624.84763758, -1082712.48457081, 1326899.82074744, 1.91, 1.56, 1.35
04-1-095813, 299166.17306828, -1076350.65434610, 1330611.75020380, 1.61, 1.39, 1.47
04-1-095848, 338063.98969811, -1074490.24008990, 1322778.22132848, 2.08, 1.91, 1.90
04-1-095872, 354461.06066692, -1059864.21442557, 1330264.62158886, 3.52, 2.87, 1.66
04-1-095874, 352822.04908525, -1061797.67702728, 1329158.02474302, 1.11, 0.93, 1.76
04-1-095875, 350757.03986279, -1062830.92680763, 1328878.73036178, 1.39, 1.23, 1.69
04-1-095888, 364474.75758843, -1066426.10943010, 1322290.53698748, 1.12, 0.99, 1.00
04-1-095891, 375755.13072669, -1059865.05443872, 1324406.62491252, 1.28, 1.10, 1.69
04-1-095892, 367955.95094201, -1056744.33185658, 1329081.86175846, 3.45, 3.16, 1.88
04-1-095893, 369617.99723550, -1054637.13747228, 1330293.87895453, 1.24, 1.14, 1.86
04-1-095908, 356867.12599752, -1059063.84094802, 1330258.77000631, 1.54, 1.01, 1.44
04-1-095911, 386837.08863990, -1059602.68141859, 1321422.71222465, 1.30, 1.19, 1.50
04-1-095912, 395033.32030711, -1050746.37777062, 1326061.64466402, 2.24, 1.49, 1.60
04-1-095913, 389016.43504955, -1046928.43049271, 1330851.54494685, 1.51, 1.27, 1.60
04-1-095960, 396862.91346555, -1045243.55640446, 1329858.82548133, 1.29, 1.01, 1.45
04-1-095966, 401608.04376074, -1046443.07673150, 1327488.84226851, 1.63, 1.24, 1.56
04-1-095967, 402216.68832138, -1051263.84562446, 1323489.63823622, 1.12, 1.03, 2.34
04-1-095971, 405457.15898645, -1041877.63463864, 1329907.60831963, 1.11, 0.93, 1.99
04-1-095972, 405776.57521299, -1043237.11718358, 1328743.93633194, 1.57, 1.38, 1.49
04-1-095976, 409132.59366319, -1042376.42539637, 1328390.25462411, 1.26, 1.15, 2.31
04-1-095978, 412624.83965969, -1042596.67203011, 1327136.64751131, 1.19, 1.09, 1.65
04-1-095979, 412391.76098748, -1040415.34561258, 1328919.75080646, 1.19, 0.95, 1.57
04-1-095984, 420811.00941319, -1038984.67214864, 1327398.84940316, 1.30, 1.24, 2.10
04-1-095998, 436374.40368358, -1038144.40444476, 1323023.93603814, 1.73, 1.55, 0.97
04-1-096040, 443075.69934505, -1026934.93325214, 1329528.98709141, 1.09, 1.04, 2.65
04-1-096044, 450143.88033404, -1023029.78845000, 1330165.13972580, 1.49, 1.28, 1.58
04-1-096045, 452812.15330876, -1026080.50130925, 1326905.69320086, 1.23, 1.05, 1.43
04-1-096046, 453755.95222557, -1023090.64404642, 1328890.45067099, 1.13, 0.95, 2.11
04-1-096108, 486412.98028157, -1013360.63963930, 1324787.29864210, 1.77, 1.63, 1.49
04-1-096121, 503069.24687798, -1001809.48214950, 1327349.93664858, 1.58, 1.39, 1.20
04-1-096146, 525884.63114911, -990713.08161473, 1326835.22135893, 1.30, 1.14, 1.64
04-1-096147, 533679.43294491, -994765.90974197, 1320676.26906325, 1.21, 1.01, 1.69
04-1-096149, 539486.14535648, -990268.78845850, 1321696.32880376, 1.91, 1.72, 2.50
04-1-096160, 551422.37468506, -983346.85170428, 1321938.38507700, 1.63, 1.31, 1.65
04-1-096170, 556716.88652661, -974486.74824068, 1326273.21685972, 1.71, 1.64, 2.33
04-1-096176, 556523.88771206, -979539.78565683, 1322626.82972984, 1.18, 1.13, 0.83
04-1-096178, 556947.42309561, -981042.55023073, 1321334.11465229, 1.14, 0.98, 2.34
04-1-096181, 558397.99201159, -976400.42235840, 1324157.33873878, 1.74, 1.43, 1.75
04-1-096184, 557581.70250428, -975170.54074933, 1325407.03992664, 1.17, 0.94, 1.65
04-1-096213, 598189.12895169, -943177.31375860, 1330843.74770862, 1.29, 1.07, 1.60
04-1-096216, 598630.86039145, -953301.12428988, 1323411.05459137, 1.17, 1.04, 1.43
04-1-096217, 598144.22377675, -956487.74767798, 1321330.17679322, 1.15, 1.09, 2.98
04-1-096231, 620689.84238854, -928963.09319258, 1330537.65487556, 5.24, 4.78, 0.68
04-1-096244, 648074.55219283, -913954.90622664, 1327872.19422063, 1.08, 0.96, 1.73
04-1-096257, 687851.87427700, -891840.72526595, 1322890.27504579, 1.13, 0.96, 1.60
04-1-096270, 684650.92397558, -887018.04256536, 1327784.19348285, 1.17, 1.12, 1.95
04-1-096271, 687601.63154630, -885269.63979124, 1327426.23944186, 2.08, 2.00, 2.62
04-1-096274, 704195.68621927, -881026.35427905, 1321536.89262764, 1.48, 1.20, 1.72
04-1-096278, 730212.92085313, -858847.28878600, 1322017.08943722, 1.30, 1.13, 1.41
04-1-096330, 781888.98428914, -808624.08312607, 1324135.74396125, 1.15, 1.06, 1.04
04-1-096331, 777931.84678776, -815511.24066952, 1322241.36151273, 1.31, 1.15, 0.97
04-1-096345, 786921.65324503, -794068.41379093, 1329950.53512289, 1.26, 0.78, 1.31
04-1-096346, 794242.20902370, -797381.24797840, 1323601.60878475, 1.11, 0.91, 1.51
04-1-096382, 796635.33581524, -788281.33016481, 1327608.16743651, 1.67, 1.37, 1.33
04-1-096426, 807095.96427172, -786540.13282065, 1322312.17339884, 1.11, 0.92, 1.74
04-1-096429, 809228.48783066, -786445.82755873, 1321064.33408777, 1.28, 1.08, 1.56
04-1-096448, 807023.91088264, -776860.66045199, 1328065.76701072, 1.37, 1.10, 1.76
04-1-096450, 810135.02833270, -775345.91529283, 1327056.40705551, 1.23, 1.03, 1.69
04-1-096451, 810379.80785336, -777696.65938062, 1325530.54774749, 1.26, 0.78, 1.61
04-1-096453, 812863.12831201, -778663.90278397, 1323440.52421409, 1.21, 1.01, 1.78
04-1-096457, 814708.39112826, -770997.26071941, 1326790.19493979, 1.22, 0.78, 1.58
04-1-096483, 815503.00637936, -779747.41462500, 1321176.58773226, 1.40, 1.11, 1.58
04-1-096528, 830097.71814195, -761924.74000012, 1322485.24714314, 1.56, 1.39, 1.59
04-1-096530, 829826.64342737, -765339.84717567, 1320682.17985373, 1.24, 0.98, 1.69
04-1-096538, 831529.83502828, -755573.43668768, 1325226.65051296, 1.34, 0.91, 1.50
04-1-096541, 833577.68524103, -748740.97273588, 1327815.48357245, 1.24, 0.98, 2.06
04-1-096542, 836745.76899581, -748794.28571153, 1325791.23384995, 1.60, 1.33, 1.55
04-1-096544, 837123.46426448, -742945.63684360, 1328839.66161192, 1.31, 1.16, 1.73
04-1-096566, 839136.40553990, -737173.39637527, 1330783.31691306, 1.84, 1.53, 2.31
04-1-096568, 839123.90782256, -739735.18265449, 1329368.90548249, 1.38, 1.10, 1.63
04-1-096569, 838042.96794253, -740395.41324371, 1329683.18630032, 1.34, 0.89, 1.61
04-1-096580, 843561.24744995, -738534.06199017, 1327226.66529910, 1.19, 0.90, 1.59
04-1-096581, 848010.57351766, -740209.97397303, 1323452.31180919, 1.26, 1.10, 1.82
04-1-096582, 846233.83834561, -741160.94508975, 1324057.21338337, 1.19, 0.81, 1.51
04-1-096587, 842346.52851988, -742680.61966848, 1325683.43998835, 1.44, 1.29, 1.52
04-1-096596, 846969.86947027, -746599.30231129, 1320526.51696125, 1.28, 1.00, 1.65
04-2-000084, 911047.69507671, -1133195.80607206, 951009.00226870, 5.54, 4.95, 0.06
04-2-013893, 594932.66309258, -1354973.15134629, 910308.54413010, 1.50, 1.20, 1.54
04-2-014152, 472563.18377181, -1350032.87928115, 986232.23543104, 2.52, 1.97, 1.32
04-2-014339, 975635.27335203, -1020836.97795177, 1012218.57216592, 21.82, 20.01, 1.80
04-2-014519, 981678.80365974, -988832.35186837, 1037822.75285506, 1.10, 0.93, 1.48
04-2-014526, 1005900.13590854, -953263.14142784, 1047861.18344669, 4.22, 3.57, 2.31
04-2-014535, 1041609.95890369, -921247.00291014, 1041590.80887926, 1.17, 0.85, 1.38
04-2-014703, 1042399.07443937, -896193.23922387, 1062450.28475565, 1.32, 1.14, 1.63
04-2-014707, 1008502.78493670, -929805.16987910, 1066275.40478106, 2.57, 2.18, 2.15
04-2-014711, 971556.42036366, -967258.89704414, 1067261.49941760, 1.17, 1.01, 0.96
04-2-014713, 966557.39908034, -977141.77618524, 1062788.55070828, 1.17, 1.14, 1.01
04-2-014717, 964906.80786735, -963493.21656583, 1076658.92174025, 1.81, 1.59, 3.06
04-2-014721, 971118.54154967, -964901.17518311, 1069791.22280410, 1.64, 1.41, 0.06
04-2-014906, 1029757.77512533, -868089.22593072, 1097533.04296132, 1.33, 1.24, 0.99
04-2-015077, 973938.90687942, -890201.62969128, 1130284.39968067, 1.56, 1.31, 1.04
04-2-015090, 985477.11312610, -901189.87172276, 1111418.20869057, 1.65, 1.45, 1.62
04-2-015103, 954643.18463171, -926924.59707829, 1117150.81406562, 1.39, 1.18, 1.44
04-2-015107, 940879.01599168, -933420.48161484, 1123401.81670160, 3.01, 2.46, 2.50
04-2-015110, 943884.54201004, -940300.04818101, 1115112.79731931, 2.02, 1.52, 1.15
04-2-015121, 945887.98225704, -936164.88207872, 1116893.01125231, 1.31, 1.20, 1.90
04-2-015146, 844770.35133068, -1024751.94172346, 1120180.91014204, 1.05, 0.95, 1.59
04-2-015160, 691408.92742262, -1125409.00111710, 1128701.48191845, 1.19, 0.96, 1.45
04-2-015177, 594611.34448354, -1186376.87256960, 1121385.76112034, 1.15, 1.00, 0.90
04-2-015201, 365415.61776696, -1270755.54445181, 1127036.17179617, 2.13, 1.94, 2.67
04-2-015342, 667773.17440241, -1135057.76841481, 1133261.49229104, 1.13, 0.95, 1.77
04-2-015362, 891910.67148513, -938728.62558705, 1158379.33406738, 1.33, 1.28, 0.34
04-2-015368, 919320.30211024, -923308.14005395, 1149308.93176641, 7.08, 6.49, 1.47
04-2-015371, 926747.10552708, -924324.05765667, 1142507.59246243, 1.21, 1.04, 1.59
04-2-015496, 979159.65700152, -824850.32952506, 1174490.12766522, 1.09, 1.00, 1.30
04-2-015497, 977026.20750927, -827465.07894063, 1174427.55969614, 1.30, 0.80, 1.29
04-2-015502, 972517.21792305, -841767.44238863, 1167988.26782538, 1.16, 0.97, 1.51
04-2-015505, 981857.54848627, -842892.25664437, 1159330.47840962, 1.07, 0.99, 2.16
04-2-015510, 934964.79139514, -863848.98958237, 1182440.07122939, 1.04, 0.96, 1.74
04-2-015518, 905658.63185142, -906164.58835508, 1173544.60561339, 1.42, 1.25, 1.65
04-2-015523, 869065.37075546, -922939.52902925, 1188051.66853506, 4.48, 4.09, 1.92
04-2-015586, 345584.34445916, -1232262.00096022, 1175015.14111702, 1.08, 0.99, 1.70
04-2-015592, 339207.17224228, -1244111.93606716, 1164337.89976734, 4.50, 3.18, 1.68
04-2-015793, 924866.43320359, -853591.62825266, 1197732.09563334, 1.12, 0.94, 1.52
04-2-015795, 932402.63232035, -860818.30839513, 1186665.88860295, 1.14, 0.99, 1.58
04-2-015800, 943839.96744680, -827084.51958961, 1201522.39817044, 2.35, 1.97, 1.13
04-2-015805, 961322.23285016, -816530.56112416, 1194862.40520750, 1.42, 1.16, 1.53
04-2-015960, 933315.00204801, -828082.53162123, 1209033.16239709, 1.37, 1.05, 1.57
04-2-015966, 917224.97346065, -835898.99393610, 1215948.18146035, 1.18, 0.99, 1.68
04-2-015984, 840264.39515490, -895698.76707472, 1228917.50125702, 1.19, 0.88, 1.50
04-2-015987, 822701.98959259, -920109.78204778, 1222750.25467198, 1.15, 0.87, 1.38
04-2-015991, 820222.28732923, -915084.03628370, 1228175.62502565, 1.30, 1.01, 1.35
04-2-016022, 584373.93770761, -1095171.08738709, 1215592.92128553, 7.29, 6.65, 1.50
04-2-016023, 572916.61665588, -1098221.58700095, 1218291.69586134, 1.22, 1.09, 1.94
04-2-016065, 475150.53470569, -1154975.21516919, 1207817.44552469, 1.12, 0.93, 1.61
04-2-016081, 367805.50547456, -1183506.10757058, 1217617.00196972, 1.14, 1.04, 1.57
04-2-016245, 743064.68719010, -955574.79277422, 1246310.73415324, 1.20, 1.07, 1.53
04-2-016249, 788729.58887440, -910566.45457711, 1251931.75829711, 1.54, 1.29, 1.60
